Дата / Дата / Дата / Дата / Дата / 1,Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / Дефицит (+)/ профицит (-) ликвидности / 2 = 4 - 9 + 13 - 14 + 15,Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / Дефицит (+)/ профицит (-) ликвидности без учета корсчетов / 3 = 4 - 9 + 13,в том числе / стандартные инструменты денежно-кредитной политики / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / требования Банка России к кредитным организациям / 4 = 5 + 6 + 7 + 8,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / репо и «валютный своп»** / 5,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / аукционы / обеспеченные кредиты / 6,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / репо и «валютный своп»** / 7,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / операции постоянного действия / обеспеченные кредиты / 8,в том числе / стандартные инструменты денежно-кредитной политики / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / обязательства Банка России перед кредитными организациями / 9 = 10 + 11 + 12,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / аукционы / 10,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / депозиты / операции постоянного действия / 11,в том числе / стандартные инструменты денежно-кредитной политики / в том числе / КОБР / КОБР / 12,"в том числе / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / операции на возвратной основе, не относящиеся к стандартным инструментам денежно-кредитной политики (в том числе ДМ)* / 13",Справочно: / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / Средства банков на корсчетах в Банке России / 14,"Справочно: / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / Обязательные резервы, подлежащие усреднению на корсчетах*** / 15"
14.01.2021,3213,657,"1 159,3","1 154,2",0,0,51,"1 707,7",1 080,1162,5115,6141,"2 562,5","2 818,1"
13.01.2021,1853,-523,"1 001,9",8468,0,0,1551,"1 668,4",8439,2495,575,6142,"2 553,1","2 790,7"
12.01.2021,-239,3354,"1 354,3",8468,0,0,5075,"1 634,2",8439,2153,575,6153,3 150,"2 790,7"
11.01.2021,-977,-30,1 201,8468,0,3437,105,1 847,8439,4282,5749,616,"2 858,4","2 790,7"
01.01.2021,385,-2037,9758,8468,0,1185,105,"1 795,5",8439,3767,5749,616,"2 548,5","2 790,7"
31.12.2020,2739,1852,"1 306,7",8468,0,1185,3415,"1 736,2",8439,3181,5742,6147,2 702,"2 790,7"
30.12.2020,317,3395,8883,8468,0,0,415,"1 163,4",360,2401,5633,6146,"3 098,5","2 790,7"
29.12.2020,2364,3643,8862,8468,0,0,394,"1 136,3",360,2131,5632,6143,"2 918,6","2 790,7"
28.12.2020,-272,4186,9137,8468,0,0,668,"1 109,4",360,1863,5631,6144,"3 236,6","2 790,7"
25.12.2020,-53,4094,9226,8468,0,0,758,"1 128,5",360,2056,5629,6153,"3 205,4","2 790,7"
24.12.2020,-556,4124,8841,8468,0,0,373,"1 086,9",360,164,5629,6152,"3 258,8","2 790,7"
23.12.2020,432,799,8842,8469,0,0,373,"1 419,1",7599,107,5522,6148,"2 827,4","2 790,7"
22.12.2020,-1489,654,8842,8469,0,0,373,"1 426,4",7599,1144,5521,6077,"3 005,1","2 790,7"
21.12.2020,-2423,815,8852,8469,0,0,383,"1 411,4",7599,995,552,6077,"3 114,5","2 790,7"
18.12.2020,1988,84,8852,8469,0,0,383,"1 409,7",7599,98,5518,6085,2 676,"2 790,7"
17.12.2020,3674,723,8856,8469,0,0,387,"1 421,7",7599,110,5518,6084,"2 495,7","2 790,7"
16.12.2020,-2336,-3091,8846,8469,0,0,377,"1 802,1",1 140,1123,5498,6084,"2 715,2","2 790,7"
15.12.2020,-2645,-3141,8846,8469,0,0,377,"1 806,4",1 140,1167,5497,6078,"2 741,1","2 790,7"
14.12.2020,-3989,-3065,8846,8469,0,0,377,"1 799,1",1 140,1095,5496,608,"2 883,1","2 790,7"
11.12.2020,-5715,-3028,8846,8469,0,0,377,"1 795,6",1 140,1061,5495,6083,"3 059,5","2 790,7"
10.12.2020,-5319,-2768,9088,8469,0,0,619,"1 793,7",1 140,1043,5494,6082,"3 045,9","2 790,7"
09.12.2020,-3853,"-2 056,3","1 441,9","1 230,2",0,13,2103,"4 106,6","2 961,6",5166,6285,6085,"1 065,8","2 736,7"
08.12.2020,-2989,-9699,"1 292,1","1 230,2",0,0,619,"2 871,1","2 055,7",1869,6285,609,"2 065,7","2 736,7"
07.12.2020,-3044,-8855,"1 292,1","1 230,2",0,0,619,"2 786,9","2 055,7",1029,6284,6093,"2 155,6","2 736,7"
04.12.2020,-4097,-8813,"1 292,1","1 230,2",0,0,619,"2 782,9","2 055,7",99,6282,6095,"2 265,1","2 736,7"
03.12.2020,-3814,-9034,"1 292,1","1 230,2",0,0,619,"2 808,4","2 055,7",1247,6281,613,"2 214,8","2 736,7"
02.12.2020,-1497,-2883,"1 287,7","1 230,2",0,0,575,"2 188,6","1 457,1",125,6065,6126,"2 598,2","2 736,7"
01.12.2020,-3791,-2965,"1 286,9","1 230,2",0,0,567,"2 199,1","1 457,1",1356,6064,6157,"2 819,3","2 736,7"
30.11.2020,-1603,-2931,"1 276,5","1 230,2",0,0,463,"2 185,2","1 457,1",1217,6063,6156,2 604,"2 736,7"
27.11.2020,-44,-3481,"1 235,3","1 230,2",0,0,51,2 204,"1 457,1",1408,6061,6206,"2 432,6","2 736,7"
26.11.2020,-69,-2864,1 264,"1 230,2",0,258,8,"2 171,1","1 457,1",1079,6061,6206,"2 457,2","2 736,7"
25.11.2020,-794,-4576,"1 235,3","1 230,2",0,0,51,"2 314,5","1 607,2",1012,606,6215,"3 073,1","2 736,7"
24.11.2020,-9277,-4665,"1 235,5","1 230,2",0,01,51,"2 323,4","1 607,2",1103,6059,6215,3 198,"2 736,7"
23.11.2020,"-1 001,6",-4622,"1 235,5","1 230,2",0,01,51,"2 318,9","1 607,2",1057,6059,6212,"3 276,1","2 736,7"
20.11.2020,"-1 051,8",-4558,"1 235,3","1 230,2",0,0,51,"2 312,7","1 607,2",998,6056,6215,"3 332,7","2 736,7"
19.11.2020,"-1 034,6",-4614,"1 235,3","1 230,2",0,0,51,2 318,"1 607,2",1052,6056,6212,"3 309,9","2 736,7"
18.11.2020,-9498,-1527,"1 235,3","1 230,2",0,0,51,"2 007,6","1 336,2",1076,5638,6196,"3 533,9","2 736,7"
17.11.2020,-9191,-1547,"1 235,3","1 230,2",0,0,51,"2 009,7","1 336,8",1092,5637,6196,"3 501,1","2 736,7"
16.11.2020,-8584,-1532,"1 235,3","1 230,2",0,0,51,"2 008,3","1 336,8",1079,5636,6197,"3 441,9","2 736,7"
13.11.2020,-6974,-1479,"1 235,7","1 230,2",0,04,51,"2 003,1","1 336,8",1029,5634,6195,"3 286,2","2 736,7"
12.11.2020,-4268,-171,"1 235,3","1 230,2",0,0,51,"2 025,7","1 336,8",1254,5634,6193,"2 992,5","2 736,7"
11.11.2020,-727,"-2 194,3",7133,6282,0,0,851,3 527,"2 348,5",4793,6992,6195,1 221,"2 688,3"
10.11.2020,-6577,"-1 455,7",6334,6282,0,0,51,"2 708,5","1 369,8",6395,6992,6194,"1 890,3","2 688,3"
09.11.2020,-5592,-9261,6333,6282,0,0,51,"2 179,4","1 369,8",1105,6991,620,"2 321,4","2 688,3"
06.11.2020,-1753,-9209,6333,6282,0,0,51,"2 174,5","1 369,8",1059,6988,6203,"1 942,7","2 688,3"
05.11.2020,-2217,-6668,6333,6282,0,0,51,"1 919,6","1 083,1",1377,6988,6194,"2 243,2","2 688,3"
03.11.2020,-5981,-6548,6333,6282,0,0,51,"1 907,9","1 083,1",1262,6986,6197,"2 631,6","2 688,3"
02.11.2020,-6475,-6799,6333,6282,0,0,51,"1 931,3","1 083,1",1497,6985,6181,"2 655,9","2 688,3"
30.10.2020,-5236,-6402,6333,6282,0,0,51,"1 890,3","1 083,1",1089,6983,6168,"2 571,7","2 688,3"
29.10.2020,-2902,-6426,6333,6282,0,0,51,"1 892,6","1 083,1",1113,6982,6167,"2 335,9","2 688,3"
28.10.2020,-5742,-6141,6335,6282,0,02,51,"1 863,9","1 046,2",1214,6963,6163,"2 648,4","2 688,3"
27.10.2020,-5425,-623,6333,6282,0,0,51,"1 870,4","1 046,2",1279,6963,6141,"2 607,8","2 688,3"
26.10.2020,"-1 056,5",-6043,6333,6282,0,0,51,"1 851,8","1 046,2",1094,6962,6142,"3 140,5","2 688,3"
23.10.2020,"-1 003,6",-6034,6333,6282,0,0,51,"1 850,4","1 046,2",1083,6959,6138,"3 088,5","2 688,3"
22.10.2020,"-1 024,2",-5983,6334,6282,0,01,51,"1 845,5","1 046,2",1034,6959,6138,"3 114,2","2 688,3"
21.10.2020,"-1 300,3",-8598,6334,6282,0,01,51,"2 106,9",1 286,1355,6854,6137,"3 128,8","2 688,3"
20.10.2020,"-1 466,8",-8736,6336,6282,0,03,51,"2 118,6",1 286,1473,6853,6114,"3 281,5","2 688,3"
19.10.2020,"-1 463,8",-8686,6338,6282,0,05,51,"2 110,6",1 286,1394,6852,6081,"3 283,5","2 688,3"
16.10.2020,"-1 368,9",-8584,6339,6282,0,05,51,"2 100,5",1 286,1295,685,6082,"3 198,8","2 688,3"
15.10.2020,"-1 415,6",-8712,6336,6282,0,03,51,"2 112,2",1 286,1413,6849,6073,"3 232,7","2 688,3"
14.10.2020,"-1 899,7","-1 515,4",307,53,0,03,251,"2 153,4",1 170,1198,8636,6073,"3 072,6","2 688,3"
13.10.2020,"-1 650,8","-1 548,9",107,53,0,03,51,"2 166,9",1 170,1334,8635,6073,"2 790,2","2 688,3"
12.10.2020,"-1 886,8","-1 545,2",107,53,0,03,51,"2 163,9",1 170,1305,8634,608,"3 029,9","2 688,3"
09.10.2020,"-1 832,9","-1 526,9",107,53,0,03,51,"2 143,9",1 170,1108,8631,6063,"2 994,3","2 688,3"
08.10.2020,-1 682,"-1 533,5",107,53,0,03,51,"2 150,4",1 170,1174,863,6062,"2 836,8","2 688,3"
07.10.2020,-1 790,"-2 816,5",106,53,0,02,51,"3 433,6","2 298,1",3164,8191,6065,"1 607,5","2 633,9"
06.10.2020,"-1 767,5",-2 669,106,53,0,02,51,"3 284,8","2 117,1",3487,819,6052,"1 732,5","2 633,9"
05.10.2020,"-1 564,4","-1 785,5",107,53,0,03,51,"2 401,7",9992,5837,8189,6055,"2 412,8","2 633,9"
02.10.2020,"-1 554,3","-1 351,4",107,53,0,03,51,"1 966,2",9992,1484,8186,6041,"2 836,8","2 633,9"
01.10.2020,"-1 757,7","-1 351,9",107,53,0,03,51,"1 966,8",9992,1491,8185,6042,"3 039,7","2 633,9"
30.09.2020,"-1 790,3","-1 441,5",107,53,0,03,51,"2 054,9","1 176,3",1134,7653,6027,"2 982,7","2 633,9"
29.09.2020,"-1 400,5",-1 446,107,53,0,03,51,"2 059,4","1 176,3",1179,7652,6027,"2 588,4","2 633,9"
28.09.2020,"-1 375,6","-1 449,1",107,53,0,03,51,"2 060,5","1 176,3",1191,7651,6006,"2 560,4","2 633,9"
25.09.2020,"-2 064,6","-1 470,9",107,53,0,03,51,"2 082,8","1 176,3",1417,7649,6012,"3 227,6","2 633,9"
24.09.2020,"-2 154,9","-1 451,4",111,53,0,03,54,"2 063,6","1 176,3",1225,7648,6011,"3 337,4","2 633,9"
23.09.2020,"-2 252,7","-1 879,8",107,53,0,03,51,"2 491,4","1 616,2",1165,7587,6009,"3 006,8","2 633,9"
22.09.2020,"-2 254,6","-1 887,6",118,53,0,03,61,"2 498,6","1 616,2",1238,7586,5993,3 001,"2 633,9"
21.09.2020,"-2 205,1","-1 878,9",107,53,0,03,51,"2 488,7","1 616,2",114,7585,5991,"2 960,1","2 633,9"
18.09.2020,"-1 991,1","-1 874,3",107,53,0,03,51,"2 484,9","1 616,2",1104,7583,5999,"2 750,7","2 633,9"
17.09.2020,-1 836,"-1 871,6",111,53,0,07,51,"2 482,6","1 616,2",1082,7582,5998,"2 598,3","2 633,9"
16.09.2020,"-1 921,6","-1 809,6",106,53,0,02,51,"2 418,8",1 600,1127,7061,5986,"2 745,9","2 633,9"
15.09.2020,"-1 973,8",-1 830,105,53,0,01,51,"2 437,2",1 600,1312,706,5967,"2 777,7","2 633,9"
14.09.2020,"-1 920,2","-1 825,7",104,53,0,0,51,"2 418,3",1 600,1123,706,5822,"2 728,4","2 633,9"
11.09.2020,"-1 912,8","-1 827,7",104,53,0,0,51,"2 415,8",1 600,1101,7057,5777,2 719,"2 633,9"
10.09.2020,"-1 836,2","-1 835,3",104,53,0,0,51,"2 421,3",1 600,1157,7056,5756,"2 634,8","2 633,9"
09.09.2020,"-1 908,4","-2 526,3",307,53,0,20,54,"3 132,9","2 056,3",2427,8339,5759,1 960,"2 577,9"
08.09.2020,"-2 006,6","-2 221,3",104,53,0,0,51,"2 806,8","1 751,7",2213,8338,5751,"2 363,2","2 577,9"
07.09.2020,"-1 863,5","-2 145,1",105,53,0,01,51,"2 730,5","1 751,7",1452,8337,575,"2 296,3","2 577,9"
04.09.2020,"-1 727,3","-2 127,5",104,53,0,0,51,"2 714,5","1 751,7",1294,8334,5766,"2 177,7","2 577,9"
03.09.2020,-1 615,"-2 124,9",106,53,0,0,53,"2 711,4","1 751,7",1265,8333,5758,"2 067,9","2 577,9"
02.09.2020,"-1 934,8",-1 610,104,53,0,0,51,"2 196,3","1 210,2",1561,8301,5759,"2 902,6","2 577,9"
01.09.2020,"-1 923,5","-1 595,8",134,53,0,3,51,"2 185,3","1 210,2",1451,830,5761,"2 905,6","2 577,9"
31.08.2020,"-1 771,2","-1 592,9",104,53,0,0,51,"2 179,7","1 210,2",1396,8299,5764,"2 756,2","2 577,9"
28.08.2020,"-1 419,9","-1 571,6",104,53,0,0,51,"2 159,6","1 210,2",1197,8297,5775,"2 426,2","2 577,9"
27.08.2020,"-1 364,4","-1 576,6",106,53,0,02,51,"2 164,7","1 210,2",1249,8296,5774,"2 365,6","2 577,9"
26.08.2020,-1 757,"-1 995,7",507,53,0,0,453,"2 621,5","1 672,7",1251,8237,5751,"2 339,2","2 577,9"
25.08.2020,"-2 105,7","-2 056,2",104,53,0,0,51,"2 641,6","1 673,1",1449,8236,575,"2 627,4","2 577,9"
24.08.2020,"-2 284,4","-2 047,9",104,53,0,0,51,2 633,"1 673,1",1364,8235,5746,"2 814,3","2 577,9"
21.08.2020,"-2 145,8","-2 029,4",104,53,0,0,51,"2 614,2","1 673,1",1178,8233,5744,"2 694,3","2 577,9"
20.08.2020,"-2 227,4","-2 045,1",104,53,0,0,51,"2 629,7","1 673,1",1335,8232,5742,"2 760,2","2 577,9"
19.08.2020,"-2 242,5","-1 860,3",104,53,0,0,51,"2 444,1",1 490,1336,8205,5734,"2 960,1","2 577,9"
18.08.2020,"-2 149,9","-1 863,1",104,53,0,0,51,"2 446,1",1 490,1357,8204,5725,"2 864,6","2 577,9"
17.08.2020,"-2 181,4","-1 841,7",104,53,0,0,51,"2 422,1",1 490,1118,8203,570,"2 917,5","2 577,9"
14.08.2020,"-2 109,9",-1 839,104,53,0,0,51,"2 424,5",1 490,1144,8201,5751,"2 848,8","2 577,9"
13.08.2020,"-2 224,5",-1 847,104,53,0,0,51,"2 431,6",1 490,1216,820,5743,"2 955,4","2 577,9"
12.08.2020,"-2 241,8","-1 965,6",104,53,0,0,51,"2 549,9","1 699,3",142,7086,5739,"2 854,1","2 577,9"
11.08.2020,"-2 161,2","-1 968,3",104,53,0,0,51,"2 535,3","1 699,3",1275,7085,5566,"2 770,8","2 577,9"
10.08.2020,"-2 065,5","-1 965,4",12,53,0,0,67,"2 533,4","1 699,3",1257,7084,556,2 678,"2 577,9"
07.08.2020,"-1 849,1","-1 966,6",104,53,0,0,51,2 532,"1 699,3",1245,7082,5549,"2 460,3","2 577,9"
06.08.2020,"-1 808,2","-1 966,1",104,53,0,0,51,"2 537,4","1 699,3",130,7081,5609,2 420,"2 577,9"
05.08.2020,"-1 879,2","-2 892,8",104,53,0,0,51,"3 464,4","2 345,1",4113,708,5612,"1 514,9","2 528,5"
04.08.2020,"-1 812,7","-2 124,4",119,53,0,0,66,"2 697,5",1 750,2395,708,5611,"2 216,8","2 528,5"
03.08.2020,"-2 130,7","-2 075,7",104,53,0,0,51,"2 646,9",1 750,189,7079,5608,"2 583,6","2 528,5"
31.07.2020,"-1 756,1","-2 050,1",108,53,0,0,54,"2 621,6",1 750,164,7076,5607,"2 234,5","2 528,5"
30.07.2020,"-1 612,7","-2 003,7",104,53,0,0,51,"2 573,7",1 750,1162,7075,5595,"2 137,5","2 528,5"
29.07.2020,"-1 270,8","-1 685,3",104,53,0,0,51,"2 244,3","1 332,7",2041,7075,5486,"2 114,1","2 528,5"
28.07.2020,"-1 341,4","-1 719,7",104,53,0,0,51,"2 278,3","1 332,7",2382,7074,5482,"2 150,3","2 528,5"
27.07.2020,"-1 976,4","-1 727,4",104,53,0,0,51,"2 286,6","1 332,7",2466,7073,5488,"2 777,5","2 528,5"
24.07.2020,"-2 030,7","-1 725,8",105,53,0,0,52,"2 285,7","1 332,7",246,707,5494,"2 833,5","2 528,5"
23.07.2020,"-1 990,5","-1 713,4",104,53,0,0,51,"2 261,8","1 332,7",2221,707,538,"2 805,6","2 528,5"
22.07.2020,"-2 082,6","-2 000,2",105,53,0,0,51,"2 539,7",1 700,1328,7069,529,"2 610,9","2 528,5"
21.07.2020,"-1 998,2","-2 003,2",104,53,0,0,51,"2 542,5",1 700,1357,7068,5288,"2 523,5","2 528,5"
20.07.2020,"-1 985,2","-1 999,7",104,53,0,0,51,"2 538,6",1 700,1319,7067,5284,2 514,"2 528,5"
17.07.2020,"-1 765,7","-1 996,8",104,53,0,0,51,"2 534,9",1 700,1285,7064,5277,"2 297,5","2 528,5"
16.07.2020,"-1 772,5",-1 996,104,53,0,0,51,"2 534,1",1 700,1277,7064,5277,"2 305,1","2 528,5"
15.07.2020,-2 008,"-1 611,2",104,53,0,0,51,"2 148,8","1 314,1",1254,7093,5271,"2 925,3","2 528,5"
14.07.2020,"-2 138,8","-1 658,4",104,53,0,0,51,"2 178,6","1 314,1",1553,7092,5097,"3 008,9","2 528,5"
13.07.2020,"-2 171,8","-1 626,4",104,53,0,0,51,"2 146,4","1 314,1",1231,7092,5096,3 074,"2 528,5"
10.07.2020,-2 117,"-1 632,6",104,53,0,0,51,"2 153,6","1 314,1",1306,7089,5106,"3 012,9","2 528,5"
09.07.2020,"-2 087,5","-1 646,2",104,53,0,0,51,"2 166,3","1 314,1",1434,7088,5097,"2 969,9","2 528,5"
08.07.2020,"-1 929,3","-3 033,4",104,53,0,0,51,"3 520,2","2 472,5",339,7087,4764,"1 465,4","2 569,5"
07.07.2020,"-2 131,9","-2 655,1",134,53,0,0,81,"3 144,8","2 262,9",1732,7086,4763,"2 046,4","2 569,5"
06.07.2020,"-2 112,6","-1 190,6",104,53,0,0,51,"1 677,4",7734,1954,7086,4764,"3 491,5","2 569,5"
03.07.2020,"-1 941,1","-1 147,8",104,53,0,0,51,"1 630,3",7734,1486,7083,4721,"3 362,9","2 569,5"
02.07.2020,"-2 130,2","-1 150,7",104,53,0,0,51,"1 632,9",7734,1513,7082,4718,3 549,"2 569,5"
30.06.2020,"-1 912,9","-1 437,5",104,53,0,0,51,"1 986,9",1 156,1229,708,539,"3 044,9","2 569,5"
29.06.2020,"-1 554,1","-1 444,9",104,53,0,0,51,"1 994,5",1 156,1305,708,5392,"2 678,8","2 569,5"
26.06.2020,-9433,"-1 428,5",104,53,0,0,51,"1 977,9",1 156,1142,7077,539,"2 084,3","2 569,5"
25.06.2020,-1 608,"-1 437,4",105,53,0,01,51,"1 978,6",1 156,115,7076,5307,"2 740,1","2 569,5"
23.06.2020,"-1 684,7","-1 807,1",52,0,0,01,51,"2 338,6",1 320,3112,7074,5264,"2 447,2","2 569,5"
22.06.2020,"-1 557,1","-2 084,4",52,0,0,01,51,"2 615,6",1 320,5882,7074,526,"2 042,3","2 569,5"
19.06.2020,"-1 510,5","-1 940,6",52,0,0,01,51,"2 472,2",1 320,4451,7071,5265,"2 139,5","2 569,5"
18.06.2020,"-1 446,4","-1 901,7",52,0,0,01,51,"2 433,2",1 320,4062,707,5264,"2 114,2","2 569,5"
17.06.2020,-1 818,"-1 800,2",52,0,0,01,51,"2 331,1","1 459,7",1646,7068,5257,"2 587,3","2 569,5"
16.06.2020,-1 652,"-1 771,9",52,0,0,01,51,"2 297,9","1 459,7",1315,7067,5208,"2 449,7","2 569,5"
15.06.2020,"-1 761,3","-1 772,5",52,0,0,01,51,"2 298,5","1 459,7",1322,7066,5208,"2 558,3","2 569,5"
11.06.2020,"-1 778,9","-1 760,8",52,0,0,01,51,"2 285,8","1 459,7",1199,7062,5199,"2 587,7","2 569,5"
10.06.2020,"-1 709,7","-2 805,6",107,0,0,56,51,"3 239,8","1 922,7",2059,"1 111,2",4236,"1 538,8","2 634,6"
09.06.2020,"-1 646,9","-1 749,9",51,0,0,0,51,"2 178,4",8366,2307,"1 111,1",4235,"2 531,7","2 634,6"
08.06.2020,"-1 507,1","-1 629,9",51,0,0,0,51,"2 060,9",8366,1134,"1 110,9",426,"2 511,9","2 634,6"
05.06.2020,"-1 633,3","-1 622,7",51,0,0,0,51,2 054,8366,107,"1 110,4",4262,"2 645,2","2 634,6"
04.06.2020,"-1 754,4","-1 623,2",51,0,0,0,51,"2 052,9",8366,1061,"1 110,2",4246,"2 765,9","2 634,6"
03.06.2020,"-1 781,8",-1 560,51,0,0,0,51,"1 989,7",770,1096,"1 110,1",4246,"2 856,4","2 634,6"
02.06.2020,"-1 743,9","-1 580,2",57,0,0,0,57,"2 009,9",770,130,"1 109,9",424,"2 798,3","2 634,6"
01.06.2020,"-1 719,2","-1 580,6",51,0,0,01,51,"2 005,7",770,126,"1 109,7",4199,"2 773,2","2 634,6"
29.05.2020,"-1 966,6","-1 574,6",51,0,0,0,51,"1 994,9",770,1157,"1 109,2",4152,"3 026,6","2 634,6"
28.05.2020,"-1 879,4","-1 586,1",51,0,0,0,51,"2 018,5",770,1394,"1 109,1",4273,2 928,"2 634,6"
27.05.2020,"-1 648,8","-1 560,1",51,0,0,0,51,"1 980,3",700,1714,"1 108,9",4151,"2 723,4","2 634,6"
26.05.2020,"-1 386,9","-1 552,3",51,0,0,0,51,1 973,700,1642,"1 108,8",4156,"2 469,2","2 634,6"
25.05.2020,"-1 590,7","-1 542,8",51,0,0,0,51,"1 963,5",700,1549,"1 108,6",4156,"2 682,5","2 634,6"
22.05.2020,"-1 670,9","-1 543,8",51,0,0,0,51,"1 957,1",700,149,"1 108,1",4082,"2 761,7","2 634,6"
21.05.2020,"-1 471,1","-1 554,1",51,0,0,0,51,"1 951,7",700,1438,"1 107,9",3925,"2 551,6","2 634,6"
20.05.2020,-1 701,"-1 395,2",51,0,0,0,51,1 791,540,1432,"1 107,8",3907,"2 940,4","2 634,6"
19.05.2020,-1 585,"-1 410,5",51,0,0,0,51,"1 798,3",540,1507,"1 107,6",3826,"2 809,1","2 634,6"
18.05.2020,"-1 660,1","-1 422,3",51,0,0,0,51,1 810,540,1626,"1 107,4",3826,"2 872,5","2 634,6"
15.05.2020,"-1 663,4",-1 407,51,0,0,0,51,"1 794,3",540,1474,"1 106,9",3823,"2 891,1","2 634,6"
14.05.2020,"-1 771,8","-1 538,3",54,0,0,0,54,1 801,540,1542,"1 106,8",2573,"2 868,1","2 634,6"
13.05.2020,"-1 526,4","-2 688,1",69,0,0,14,55,"2 951,5",1 156,2736,"1 521,9",2565,"1 443,2","2 604,9"
12.05.2020,"-1 422,4","-1 377,5",7856,7805,0,0,51,"2 419,6",6139,284,"1 521,7",2565,"2 649,9","2 604,9"
08.05.2020,"-1 180,8",-1 234,7856,7805,0,0,51,"2 276,4",6139,1417,"1 520,8",2567,"2 551,7","2 604,9"
07.05.2020,"-1 850,6","-1 246,1",7856,7805,0,0,51,2 282,6139,1476,"1 520,5",2502,"3 209,4","2 604,9"
06.05.2020,-1 892,-1 441,5055,5005,0,0,51,"2 197,1",410,2668,"1 520,3",2506,"3 055,9","2 604,9"
01.05.2020,"-1 872,7","-1 434,3",5055,5005,0,0,51,"2 190,4",410,2601,"1 520,3",2506,"3 043,4","2 604,9"
30.04.2020,"-1 537,4","-1 824,2",263,0,0,21,53,"2 097,1",410,1682,"1 518,9",2466,"2 318,2","2 604,9"
29.04.2020,-1 333,"-1 494,9",5052,5002,0,0,51,"2 245,9",650,1289,1 467,2458,"2 443,1","2 604,9"
28.04.2020,"-1 584,1","-1 496,7",5214,5002,0,0,212,2 241,650,1242,"1 466,8",2229,"2 692,4","2 604,9"
27.04.2020,-2 112,"-1 902,2",1591,154,0,0,51,"2 256,4",650,1399,"1 466,5",1951,"2 814,7","2 604,9"
24.04.2020,"-2 254,9","-2 055,9",51,0,0,0,51,"2 255,9",650,1401,"1 465,8",1949,"2 803,9","2 604,9"
23.04.2020,"-2 326,6","-2 059,4",51,0,0,0,51,"2 259,3",650,1437,"1 465,6",1948,"2 872,2","2 604,9"
22.04.2020,"-2 475,9","-2 473,7",453,0,0,0,453,"2 714,2",1 130,1243,"1 459,9",1953,"2 607,2","2 604,9"
21.04.2020,"-2 485,7","-2 521,6",53,0,0,02,51,"2 722,2",1 130,1325,"1 459,7",1953,"2 569,1","2 604,9"
20.04.2020,"-2 621,7","-2 513,2",51,0,0,0,51,"2 713,5",1 130,124,"1 459,5",1953,"2 713,5","2 604,9"
17.04.2020,"-2 451,6","-2 505,6",166,0,0,115,51,"2 717,6",1 130,1288,"1 458,8",1954,"2 550,9","2 604,9"
16.04.2020,"-2 343,4","-2 508,2",166,0,0,115,51,"2 713,8",1 130,1253,"1 458,5",189,"2 440,1","2 604,9"
15.04.2020,"-2 534,7","-2 599,8",168,0,0,117,51,"2 805,8",1 050,1867,"1 569,1",1891,"2 539,8","2 604,9"
14.04.2020,"-2 554,2","-2 605,4",168,0,0,117,51,"2 811,4",1 050,1926,"1 568,8",1893,"2 553,7","2 604,9"
13.04.2020,"-2 585,4","-2 575,2",179,0,0,117,63,"2 782,6",1 050,164,"1 568,6",1895,"2 615,2","2 604,9"
10.04.2020,"-2 532,6","-2 572,9",167,0,0,116,51,"2 779,4",1 050,1616,"1 567,8",1898,"2 564,6","2 604,9"
09.04.2020,"-2 392,9","-2 490,9",1097,0,0,116,981,"2 790,5",1 050,1729,"1 567,6",1899,"2 506,9","2 604,9"
08.04.2020,"-2 743,1","-3 658,4",4299,4248,0,0,51,"4 278,4","2 364,2",3529,"1 561,4",1901,"1 515,5","2 430,8"
07.04.2020,"-2 738,5","-3 329,4",4321,4248,0,0,73,"3 955,7","2 272,2",1224,"1 561,1",1941,"1 839,9","2 430,8"
06.04.2020,"-2 717,5","-3 417,1",9229,8586,0,268,375,"4 534,8","2 469,3",5046,"1 560,9",1949,"1 731,2","2 430,8"
03.04.2020,-2 655,"-3 224,3",899,8586,0,268,137,"4 318,2",2 354,4041,"1 560,1",1949,"1 861,5","2 430,8"
