Дата,Ставка
15.08.2014,800
14.08.2014,800
13.08.2014,800
12.08.2014,800
11.08.2014,800
08.08.2014,800
07.08.2014,800
06.08.2014,800
05.08.2014,800
04.08.2014,800
01.08.2014,800
31.07.2014,800
30.07.2014,800
29.07.2014,800
28.07.2014,800
25.07.2014,750
24.07.2014,750
23.07.2014,750
22.07.2014,750
21.07.2014,750
18.07.2014,750
17.07.2014,750
16.07.2014,750
15.07.2014,750
14.07.2014,750
11.07.2014,750
10.07.2014,750
09.07.2014,750
08.07.2014,750
07.07.2014,750
04.07.2014,750
03.07.2014,750
02.07.2014,750
01.07.2014,750
30.06.2014,750
27.06.2014,750
26.06.2014,750
25.06.2014,750
24.06.2014,750
23.06.2014,750
20.06.2014,750
19.06.2014,750
18.06.2014,750
17.06.2014,750
16.06.2014,750
11.06.2014,750
10.06.2014,750
09.06.2014,750
06.06.2014,750
05.06.2014,750
04.06.2014,750
03.06.2014,750
02.06.2014,750
30.05.2014,750
29.05.2014,750
28.05.2014,750
27.05.2014,750
26.05.2014,750
23.05.2014,750
22.05.2014,750
21.05.2014,750
20.05.2014,750
19.05.2014,750
16.05.2014,750
15.05.2014,750
14.05.2014,750
13.05.2014,750
12.05.2014,750
08.05.2014,750
07.05.2014,750
06.05.2014,750
05.05.2014,750
30.04.2014,750
29.04.2014,750
28.04.2014,750
25.04.2014,700
24.04.2014,700
23.04.2014,700
22.04.2014,700
21.04.2014,700
18.04.2014,700
17.04.2014,700
16.04.2014,700
15.04.2014,700
14.04.2014,700
11.04.2014,700
10.04.2014,700
09.04.2014,700
08.04.2014,700
07.04.2014,700
04.04.2014,700
03.04.2014,700
02.04.2014,700
01.04.2014,700
31.03.2014,700
28.03.2014,700
27.03.2014,700
26.03.2014,700
25.03.2014,700
24.03.2014,700
21.03.2014,700
20.03.2014,700
19.03.2014,700
18.03.2014,700
17.03.2014,700
14.03.2014,700
13.03.2014,700
12.03.2014,700
11.03.2014,700
07.03.2014,700
06.03.2014,700
05.03.2014,700
04.03.2014,700
03.03.2014,700
28.02.2014,550
27.02.2014,550
26.02.2014,550
25.02.2014,550
24.02.2014,550
21.02.2014,550
20.02.2014,550
19.02.2014,550
18.02.2014,550
17.02.2014,550
14.02.2014,550
13.02.2014,550
12.02.2014,550
11.02.2014,550
10.02.2014,550
07.02.2014,550
06.02.2014,550
05.02.2014,550
04.02.2014,550
03.02.2014,550
31.01.2014,550
30.01.2014,550
29.01.2014,550
28.01.2014,550
27.01.2014,550
24.01.2014,550
23.01.2014,550
22.01.2014,550
21.01.2014,550
20.01.2014,550
17.01.2014,550
16.01.2014,550
15.01.2014,550
14.01.2014,550
13.01.2014,550
10.01.2014,550
09.01.2014,550
